period,ugs_id,plant,pollinator,w
B,21,Crepis biennis,Megachile circumcincta,1
B,21,Crepis biennis,Meligethes sp. (noir),1
B,21,Galium mollugo aggr.,Chloromyia formosa,1
B,21,Galium mollugo aggr.,Cidnopus pilosus,1
B,21,Leucanthemum vulgare,Lasioglossum pauxillum,4
B,21,Leucanthemum vulgare,Sphaerophoria scripta,1
B,21,Linnaea amabilis,Apis mellifera,4
B,21,Linnaea amabilis,Lasioglossum politum,1
B,21,Lotus corniculatus,Paragus haemorrhous,1
B,21,Medicago lupulina,Meligethes sp. (noir),1
B,21,Ranunculus acris,Syrphus ribesii,1
B,21,Salvia pratensis,Apis mellifera,1
B,21,Scabiosa columbaria,Apis mellifera,1
B,21,Scabiosa columbaria,wildbee,1
B,21,Syringa persica,Lasioglossum lativentre,1
B,21,Syringa persica,Papilio machaon,1
B,21,Syringa persica,Valgus hemipterus,1
B,21,Trifolium pratense,Andrena afzeliella,1
B,21,Trifolium pratense,Bombus humilis,1
B,21,Trifolium pratense,Eucera nigrescens,1
B,21,Trifolium pratense,Halictus simplex aggr.,1
B,21,Trifolium pratense,Halictus tumulorum,1
B,22,Aegopodium podagraria,Andrena minutuloides,1
B,22,Bellis perennis,Lasioglossum morio,1
B,22,Deutzia scabra,Apis mellifera,13
B,22,Deutzia scabra,Bombus pratorum,2
B,22,Deutzia scabra,Lasioglossum nitidulum,1
B,22,Geranium endressii,Apis mellifera,1
B,22,Geranium sanguineum,Apis mellifera,2
B,22,Geranium sylvaticum,Apis mellifera,1
B,22,Symphytum officinale,Bombus pratorum,1
B,22,Symphytum officinale,Bombus terrestris aggr.,1
B,22,Trifolium pratense,Bombus humilis,1
B,22,Trifolium repens,Apis mellifera,14
B,23,Bellis perennis,Oedemera nobilis,1
B,23,Cornus sanguinea,Apis mellifera,7
B,23,Cornus sanguinea,Volucella zonaria,1
B,23,Cornus sanguinea,pollen beetle,16
B,23,Frangula alnus,Apis mellifera,6
B,23,Frangula alnus,Bombus hyponorum,1
B,23,Frangula alnus,Bombus pascuorum,1
B,23,Frangula alnus,Bombus pratorum,1
B,23,Frangula alnus,Bombus sp.,1
B,23,Ranunculus repens,Episyrphus balteatus,4
B,23,Rubus armeniacus,Apis mellifera,1
B,23,Symphytum officinale,Bombus hortorum,1
B,23,Symphytum officinale,Bombus pascuorum,2
B,23,Trifolium repens,Apis mellifera,3
B,24,Ceanothus americanus,Apis mellifera,20
B,24,Ceanothus americanus,Cerceris rybyensis,1
B,24,Ceanothus americanus,Closterotomus biclavatus,2
B,24,Ceanothus americanus,Closterotomus flavomaculatus,1
B,24,Ceanothus americanus,Hylaeus punctatus,1
B,24,Ceanothus americanus,Lasioglossum laticeps,1
B,24,Ceanothus americanus,Lasioglossum morio,1
B,24,Ceanothus americanus,Maniola jurtina,1
B,24,Ceanothus americanus,Meligethes aeneus,1
B,24,Cichorium intybus,Halictus scabiosae,1
B,24,Crepis setosa,Lasioglossum leucozonium,1
B,24,Hypochaeris radicata,Lasioglossum villosulum,1
B,24,Lapsana communis,Olibrus sp.,1
B,24,Ligustrum obtusifolium,Apis mellifera,2
B,24,Malva sylvestris,Lasioglossum pauxillum,1
B,24,Trifolium repens,Apis mellifera,1
B,26,Euphorbia peplus,Lasioglossum pauxillum,1
B,26,Geranium rivulare,Apis mellifera,1
B,26,Geranium rivulare,Halictus tumulorum,1
B,26,Geranium rivulare,Hoplitis leucomelana,1
B,26,Geranium rivulare,Lasioglossum pauxillum,1
B,26,Geranium rivulare,Leptochilus regulus,1
B,26,Geranium sanguineum,Ancistrocerus gazella,1
B,26,Geranium sanguineum,Andrena bicolor,1
B,26,Geranium sanguineum,Apis mellifera,14
B,26,Geranium sanguineum,Hylaeus communis,2
B,26,Geranium sanguineum,Hylaeus sp.,1
B,26,Geranium sanguineum,Isodontia mexicana,1
B,26,Geranium sanguineum,Lapposyrphus lapponicus,1
B,26,Geranium sanguineum,Lasioglossum malachurum,1
B,26,Geranium sanguineum,Lasioglossum pauxillum,1
B,26,Geranium sanguineum,Megachile willughbiella,1
B,26,Geranium sanguineum,Merodon equestris,1
B,26,Geranium sanguineum,Oedemera nobilis,1
B,26,Geranium sanguineum,Plagiognathus arbustorum,5
B,26,Geranium sanguineum,Syritta pipiens,1
B,26,Linaria purpurea,Anthidium manicatum,1
B,26,Oenothera lindheimeri,Anthrenus verbasci,1
B,26,Rosa gallica,Apis mellifera,2
B,26,Rosa gallica,Eristalis tenax,1
B,26,Rosa gallica,Eupeodes luniger,1
B,26,Rosa spinosissima,Anthrenus verbasci,3
B,26,Rosa spinosissima,Apis mellifera,4
B,26,Rosa spinosissima,Lasioglossum pauxillum,1
B,26,Rosa spinosissima,Syritta pipiens,1
B,26,Spiraea japonica,Apis mellifera,4
B,26,Spiraea japonica,Hylaeus communis,2
B,26,Spiraea japonica,Lasioglossum politum,1
B,26,Spiraea japonica,Lucilia sp.,1
B,27,Aegopodium podagraria,Andrena combinata,3
B,27,Aegopodium podagraria,Andrena haemorrhoa,1
B,27,Aegopodium podagraria,Andrena minutuloides,3
B,27,Aegopodium podagraria,Apis mellifera,13
B,27,Aegopodium podagraria,Coryzus hyoscyami,1
B,27,Aegopodium podagraria,Halictus tumulorum,1
B,27,Aegopodium podagraria,Hylaeus communis,1
B,27,Aegopodium podagraria,Hylaeus leptocephalus,1
B,27,Aegopodium podagraria,Hylaeus sinuatus,2
B,27,Aegopodium podagraria,Lasioglossum laticeps,1
B,27,Aegopodium podagraria,Lasioglossum politum,2
B,27,Aegopodium podagraria,Lucilia sp.,3
B,27,Aegopodium podagraria,cf. Ectophasia sp.,1
B,27,Aegopodium podagraria,pollen beetle,2
B,27,Allium nigrum,Hylaeus communis,1
B,27,Geranium sanguineum,Coelioxys rufescens cf.,1
B,27,Helianthemum nummularium,Apis mellifera,1
B,27,Helianthemum nummularium,Lasioglossum laticeps,1
B,27,Nigella damascena,Apis mellifera,1
B,27,Rubus idaeus,Apis mellifera,1
B,27,Salvia officinalis,Apis mellifera,1
B,27,Scabiosa columbaria,Apis mellifera,1
B,27,Vicia sepium,Bombus pratorum,1
B,28,Bellis perennis,Apis mellifera,1
B,28,Bellis perennis,Episyrphus balteatus,1
B,28,Bellis perennis,Halictus tumulorum,1
B,28,Bellis perennis,Lasioglossum laticeps,1
B,28,Bellis perennis,Lucilia sp.,1
B,28,Bellis perennis,wildbee,2
B,28,Ranunculus repens,Lasioglossum calceatum,1
B,28,Rhododendron catawbiense,Bombus pratorum,1
B,29,Centaurea montana,Bombus pascuorum,1
B,29,Lapsana communis,Episyrphus balteatus,1
B,29,Lapsana communis,Meliscaeva auricollis,1
B,29,Tradescantia virginiana,Bombus hyponorum,1
B,29,Tradescantia virginiana,Episyrphus balteatus,2
B,29,Tradescantia virginiana,Eupeodes corollae,1
B,30,Callicarpa americana,Bombus pascuorum,1
B,30,Callicarpa americana,Bombus terrestris aggr.,1
B,30,Erodium corsicum,Apis mellifera,1
B,30,Geranium nodosum,Episyrphus balteatus,1
B,30,Geranium sanguineum,Episyrphus balteatus,1
B,30,Hypericum calycinum,Apis mellifera,6
B,30,Hypericum calycinum,Bombus terrestris aggr.,2
B,30,Hypericum calycinum,Episyrphus balteatus,1
B,30,Hypericum calycinum,Lasioglossum laticeps,1
B,30,Lavandula angustifolia,Anthophora quadrimaculata,1
B,30,Lavandula angustifolia,Apis mellifera,10
B,30,Rosa gallica,Apis mellifera,4
B,30,Rosa gallica,Lasioglossum morio,1
B,30,Rosa gallica,Lasioglossum pauxillum,1
B,30,Spiraea japonica,Lasioglossum pauxillum,1
B,30,Stachys byzantina,Anthidium manicatum,3
B,30,Stachys byzantina,Megachile ericetorum,1
B,31,Aquilegia vulgaris,Lasioglossum nitidulum,1
B,31,Fragaria vesca,Andrena subopaca,1
B,31,Geranium robertianum,Rhingia campestris,1
B,31,Geum urbanum,Bombus pascuorum,1
B,31,Geum urbanum,Byturus tomentosus,1
B,31,Lysimachia nemorum,Apis mellifera,1
B,31,Lysimachia nemorum,diptera,1
B,31,Persicaria bistorta,Byturus tomentosus,1
B,31,Persicaria bistorta,Meligethes viridescens,1
B,31,Rubus idaeus,Apis mellifera,17
B,31,Rubus idaeus,Bombus hyponorum,2
B,31,Saxifraga umbrosa,Apis mellifera,1
B,31,Saxifraga umbrosa,Cheilosia soror,1
B,31,Saxifraga umbrosa,Halictus tumulorum,1
B,31,Saxifraga umbrosa,Lasioglossum nitidulum,1
B,31,Vicia sepium,Bombus pascuorum,1
B,32,Alchemilla mollis,Lucilia sp.,2
B,32,Alchemilla mollis,Paragus pecchiolii,1
B,32,Arabis alpina,Apis mellifera,1
B,32,Arabis alpina,Lasioglossum nitidulum,1
B,32,Campanula carpatica,Chelostoma rapunculi,1
B,32,Campanula poscharskyana,Apis mellifera,3
B,32,Campanula poscharskyana,Lasioglossum nitidulum,1
B,32,Centaurea montana,Apis mellifera,5
B,32,Centaurea montana,Bombus pratorum,1
B,32,Centaurea montana,Eupeodes corollae,1
B,32,Cotoneaster dammeri,Apis mellifera,1
B,32,Cotoneaster dammeri,Halictus subauratus,1
B,32,Geranium platypetalum,Apis mellifera,4
B,32,Geranium pyrenaicum,Apis mellifera,3
B,32,Geranium pyrenaicum,Lasioglossum pauxillum,1
B,32,Iris _x germanica,Apis mellifera,1
B,32,Paeonia officinalis,Apis mellifera,6
B,32,Phlox subulata,Halictus simplex aggr.,1
B,32,Rosa chinensis,Anthrenus angustefasciatus,1
B,32,Rosa multiflora,Bombus hyponorum,1
B,33,Aegopodium podagraria,Cheilosia soror,1
B,33,Bellis perennis,Episyrphus balteatus,1
B,33,Geranium endressii,Apis mellifera,3
B,33,Geranium endressii,Episyrphus balteatus,1
B,33,Geranium macrorrhizum,Apis mellifera,1
B,33,Geranium macrorrhizum,Bombus pratorum,1
B,33,Geranium sanguineum,Episyrphus balteatus,2
B,33,Lavandula angustifolia,Apis mellifera,3
B,33,Lavandula angustifolia,Bombus pratorum,2
B,33,Linaria purpurea,Apis mellifera,3
B,33,Linaria purpurea,Bombus hortorum,1
B,33,Phlomis russeliana,Bombus hortorum,1
B,33,Potentilla reptans,Apis mellifera,1
B,33,Potentilla reptans,Halictus subauratus,1
B,33,Potentilla reptans,Halictus tumulorum,1
B,33,Potentilla reptans,Lasioglossum pauxillum,1
B,33,Trifolium repens,Apis mellifera,4
B,34,Campanula portenschlagiana,Andrena sp.,1
B,34,Campanula portenschlagiana,Apis mellifera,1
B,34,Centaurea montana,Bombus pratorum,1
B,34,Crepis biennis,Cryptocephalus hypochaeridis,1
B,34,Crepis biennis,Halictus scabiosae,1
B,34,Crepis biennis,Halictus tumulorum,1
B,34,Galium mollugo aggr.,Sphaerophoria scripta,1
B,34,Pilosella officinarum,Lasioglossum leucozonium,1
B,34,Plantago lanceolata,Halictus tumulorum,1
B,34,Rubus idaeus,Bombus pratorum,1
B,34,Trifolium repens,Apis mellifera,1
B,34,Vicia sepium,Bombus pascuorum,1
B,34,Vicia sepium,Eucera nigrescens,1
B,35,Achillea millefolium,Trichodes alvearius,1
B,35,Aegopodium podagraria,Anthrenus verbasci,1
B,35,Aegopodium podagraria,Apis mellifera,1
B,35,Aegopodium podagraria,Eupeodes corollae,1
B,35,Aegopodium podagraria,Syrphus vitripennis,1
B,35,Alchemilla xanthochlora,NA,1
B,35,Centaurea jacea,Apis mellifera,10
B,35,Centaurea jacea,Bombus norvegicus,1
B,35,Centaurea jacea,Bombus pascuorum,1
B,35,Centaurea jacea,Bombus vestalis,1
B,35,Centaurea jacea,Halictus scabiosae,2
B,35,Centaurea jacea,Hylaeus nigritus,1
B,35,Centaurea jacea,Oedemera nobilis,1
B,35,Centaurea jacea,Oxythyrea funesta,1
B,35,Clematis recta,Sphaerophoria sp.,1
B,35,Galium verum,Pipizella viduata,1
B,35,Geranium robertianum,Macropis fulvipes,2
B,35,Leucanthemum vulgare,Cheilosia vernalis,1
B,35,Pilosella aurantiaca,Macropis fulvipes,2
B,35,Pilosella aurantiaca,Osmia leaiana,1
B,35,Potentilla reptans,Sphaerophoria scripta,1
B,35,Prunella vulgaris,Bombus pascuorum,2
B,35,Ranunculus repens,Meligethes aeneus,1
B,35,Trifolium pratense,Bombus pascuorum,1
B,35,Trifolium repens,Apis mellifera,2
B,35,Trifolium repens,Bombus pascuorum,1
B,35,Vicia sepium,Bombus pascuorum,2
B,35,Vicia sepium,Eucera nigrescens,1
B,36,Geranium ibericum,Apis mellifera,2
B,36,Geum urbanum,Byturus tomentosus,1
B,36,Geum urbanum,Megachile centuncularis,1
B,36,Vicia sepium,Bombus pascuorum,2
B,37,Bellis perennis,Apis mellifera,1
B,37,Geranium sylvaticum,Apis mellifera,1
B,37,Geranium sylvaticum,Bombus pratorum,1
B,37,Leucanthemum vulgare,Episyrphus balteatus,1
B,37,Potentilla reptans,Apis mellifera,1
B,37,Rhododendron ponticum,Bombus pratorum,1
B,37,Rhododendron ponticum,pollen beetle,2
B,37,Rosa omeiensis,Bombus hyponorum,2
B,37,Rosa spinosissima,Apis mellifera,1
B,37,Rosa tomentosa,Apis mellifera,1
B,37,Salvia pratensis,Apis mellifera,2
B,37,Salvia pratensis,Bombus hyponorum,1
B,37,Salvia pratensis,wildbee,1
B,37,Scutellaria altissima,Bombus hortorum,1
B,37,Scutellaria altissima,Megachile willughbiella,1
B,37,Trifolium pratense,Ancistrocerus gazella,1
B,37,Trifolium pratense,Andrena afzeliella,1
B,37,Trifolium pratense,Apis mellifera,1
B,37,Trifolium pratense,Bombus hortorum,1
B,38,Allium lusitanicum,Apis mellifera,1
B,38,Onobrychis viciifolia,Apis mellifera,10
B,38,Onobrychis viciifolia,Bombus lapidarius,1
B,38,Salvia pratensis,Apis mellifera,4
B,38,Salvia pratensis,Bombus hortorum,2
B,38,Trifolium repens,Apis mellifera,2
B,39,Bellis perennis,Lucilia sp.,1
B,39,Buphthalmum salicifolium,Lasioglossum pauxillum,1
B,39,Buphthalmum salicifolium,Lasioglossum zonulum,1
B,39,Centaurea jacea,Apis mellifera,2
B,39,Erigeron karvinskianus,Episyrphus balteatus,1
B,39,Knautia arvensis,Apis mellifera,4
B,39,Knautia macedonica,Apis mellifera,3
B,39,Knautia macedonica,Coelioxys elongatus cf.,1
B,39,Lapsana communis,Sphaerophoria scripta,1
B,39,Papaver rhoeas,Apis mellifera,1
B,39,Papaver rhoeas,Bombus terrestris aggr.,4
B,39,Papaver rhoeas,Chelostoma campanularum,1
B,39,Trifolium repens,Apis mellifera,10
B,40,Bellis perennis,Apis mellifera,2
B,40,Bellis perennis,Episyrphus balteatus,1
B,40,Bellis perennis,Eupeodes luniger,1
B,40,Bellis perennis,Lasioglossum pauxillum,1
B,40,Bellis perennis,Lucilia sp.,2
B,40,Bellis perennis,Propylaea quatuordecimpunctata,1
B,40,Capsella bursa-pastoris,Apis mellifera,1
B,40,Capsella bursa-pastoris,Episyrphus balteatus,2
B,40,Trifolium repens,Apis mellifera,1
B,41,Allium giganteum,Apis mellifera,3
B,41,Geranium macrorrhizum,Apis mellifera,2
B,42,Bellis perennis,Anthrenus angustefasciatus,1
B,42,Bellis perennis,NA,3
B,42,Bellis perennis,diptera,1
B,42,Chaerophyllum temulum,Anaspis maculata,1
B,43,Bellis perennis,Eupeodes corollae,1
B,43,Crepis biennis,Episyrphus balteatus,1
B,43,Crepis biennis,Lasioglossum villosulum,2
B,43,Crepis biennis,Merodon equestris,1
B,43,Crepis biennis,Oedemera lurida,1
B,43,Crepis biennis,Osmia leaiana,1
B,43,Galium mollugo aggr.,Episyrphus balteatus,1
B,43,Leucanthemum vulgare,diptera,1
B,43,Ranunculus acris,Scaeva selenitica,1
B,43,Salvia pratensis,Apis mellifera,7
B,43,Salvia pratensis,Bombus pascuorum,1
B,43,Salvia pratensis,Bombus pratorum,2
B,43,Salvia pratensis,Eupeodes luniger,1
B,43,Scabiosa columbaria,Apis mellifera,1
B,43,Scabiosa columbaria,Bombus pratorum,1
B,43,Scabiosa columbaria,Bombus vestalis,1
B,43,Scabiosa columbaria,Merodon equestris,2
B,43,Trifolium pratense,Bombus pascuorum,2
B,44,Centaurea jacea,Apis mellifera,3
B,44,Centaurea jacea,Halictus scabiosae,1
B,44,Centaurea jacea,Oxythyrea funesta,1
B,44,Centaurea jacea,Sicus sp.,1
B,44,Deutzia scabra,Apis mellifera,3
B,44,Deutzia scabra,Bombus pratorum,1
B,44,Galium mollugo aggr.,Episyrphus balteatus,1
B,44,Galium mollugo aggr.,lepidoptera,1
B,44,Geranium macrorrhizum,Apis mellifera,10
B,44,Geranium macrorrhizum,Bombus pascuorum,1
B,44,Geranium pyrenaicum,Chelostoma distinctum,1
B,44,Geranium sanguineum,Merodon equestris,1
B,44,Leucanthemum vulgare,Lygus pratensis,2
B,44,Leucanthemum vulgare,diptera_Ca4,1
B,44,Ligustrum vulgare,Andrena flavipes,1
B,44,Ligustrum vulgare,Apis mellifera,10
B,44,Ligustrum vulgare,Megachile centuncularis,1
B,44,Medicago lupulina,Episyrphus balteatus,1
B,44,Medicago lupulina,Lasioglossum morio,1
B,44,Ranunculus acris,Hylaeus hyalinatus,1
B,44,Ranunculus acris,Lasioglossum pauxillum,1
B,44,Rhinanthus alectorolophus,Bombus hortorum,1
B,44,Rhinanthus alectorolophus,Bombus pratorum,1
B,44,Rhinanthus alectorolophus,Macroglossum stellatarum,1
B,44,Rhinanthus alectorolophus,Sicus sp.,1
B,44,Trifolium pratense,Bombus humilis,2
B,45,Centaurea jacea,Apis mellifera,13
B,45,Centaurea jacea,Bombus terrestris,1
B,45,Centaurea jacea,Hylaeus nigritus,1
B,45,Cerastium glomeratum,Episyrphus balteatus,1
B,45,Chaerophyllum temulum,Cheilosia soror,1
B,45,Galium mollugo aggr.,Lasioglossum laticeps,1
B,45,Geum urbanum,Dasytes plumbeus,1
B,45,Geum urbanum,Episyrphus balteatus,1
B,45,Geum urbanum,Lasioglossum calceatum,1
B,45,Geum urbanum,Lasioglossum laticeps,1
B,45,Leucanthemum vulgare,Rutpela maculata,1
B,45,Rhinanthus alectorolophus,Bombus hortorum,1
B,45,Rhinanthus alectorolophus,Bombus terrestris aggr.,1
B,45,Rubus fruticosus aggr.,Apis mellifera,24
B,45,Rubus fruticosus aggr.,Bombus pratorum,5
B,45,Rubus fruticosus aggr.,Byturus tomentosus,1
B,45,Sonchus oleraceus,Episyrphus balteatus,1
B,46,Aegopodium podagraria,Andrena minutuloides,1
B,46,Aegopodium podagraria,Apis mellifera,26
B,46,Aegopodium podagraria,Cheilosia soror,1
B,46,Aegopodium podagraria,Graphosoma lineatum,1
B,46,Aegopodium podagraria,Hylaeus hyalinatus,1
B,46,Aegopodium podagraria,Lasioglossum malachurum,1
B,46,Aegopodium podagraria,Lasioglossum pauxillum,1
B,46,Aegopodium podagraria,Lasioglossum politum,1
B,46,Aegopodium podagraria,NA,1
B,46,Aegopodium podagraria,Osmia bicornis,1
B,46,Aegopodium podagraria,Platycheirus scutatus aggr.,1
B,46,Aegopodium podagraria,Sphaerophoria scripta,1
B,46,Galium palustre,Sphaerophoria scripta,4
B,46,Hypochaeris radicata,Halictus scabiosae,1
B,46,Hypochaeris radicata,Lasioglossum villosulum,1
B,46,Ligustrum vulgare,Apis mellifera,1
B,46,Medicago lupulina,Episyrphus balteatus,1
B,46,Medicago lupulina,Sphaerophoria sp.,1
B,46,Pilosella officinarum,Sphaerophoria scripta,1
B,46,Plantago lanceolata,Apis mellifera,2
B,46,Rhinanthus alectorolophus,Episyrphus balteatus,1
B,46,Rosa arvensis,Anthaxia nitidula,1
B,46,Rosa arvensis,Apis mellifera,10
B,46,Rubus fruticosus aggr.,Apis mellifera,9
B,46,Trifolium pratense,Apis mellifera,1
B,46,Trifolium pratense,Bombus humilis,2
B,46,Trifolium repens,Apis mellifera,5
B,46,Trifolium repens,Polyommatus icarus,1
B,46,Vicia sepium,Bombus pascuorum,1
B,47,Bellis perennis,Apis mellifera,1
B,47,Crataegus laevigata,Grammoptera ruficornis,1
B,47,Crepis biennis,Apis mellifera,2
B,47,Crepis biennis,Oxythyrea funesta,2
B,47,Crepis biennis,Sicus sp.,1
B,47,Plantago lanceolata,Apis mellifera,2
B,47,Ranunculus acris,Anthaxia nitidula,1
B,47,Ranunculus acris,Lasioglossum glabriusculum,1
B,47,Ranunculus acris,Nomada sexfasciata,1
B,47,Ranunculus acris,Oxythyrea funesta,1
B,47,Ranunculus repens,Lasioglossum glabriusculum,1
B,47,Ranunculus repens,Osmia bicornis,1
B,47,Rhinanthus alectorolophus,Bombus pascuorum,1
B,47,Salvia pratensis,Apis mellifera,6
B,47,Salvia pratensis,Osmia bicornis,1
B,47,Salvia pratensis,Osmia caerulescens,1
B,47,Trifolium pratense,Bombus humilis,1
B,47,Trifolium pratense,Bombus pascuorum,2
B,47,Trifolium repens,Andrena afzeliella,1
B,47,Trifolium repens,Andrena wilkella,1
B,47,Trifolium repens,Apis mellifera,4
B,47,Trifolium repens,Nowickia sp.,1
B,47,Trifolium repens,Osmia bicornis,1
B,47,Vicia sepium,Eucera nigrescens,1
B,48,Bellis perennis,Andrena sp.,1
B,48,Bellis perennis,Anogcodes rufiventris,1
B,48,Bellis perennis,Episyrphus balteatus,1
B,48,Bellis perennis,Lasioglossum glabriusculum,1
B,48,Bellis perennis,Lasioglossum pauxillum,2
B,48,Bellis perennis,NA,1
B,48,Bellis perennis,Sphaerophoria scripta,1
B,48,Bellis perennis,diptera,1
B,48,Bellis perennis,diptera_A13,1
B,48,Centaurea jacea,Apis mellifera,4
B,48,Centaurea jacea,Halictus scabiosae,1
B,48,Galium mollugo aggr.,Sphaerophoria sp.,1
B,48,Geum urbanum,Hoplitis leucomelana,1
B,48,Lotus corniculatus,Halictus tumulorum,1
B,48,Ranunculus repens,Apis mellifera,1
B,48,Ranunculus repens,Episyrphus balteatus,1
B,48,Ranunculus repens,Lasioglossum pauxillum,1
B,48,Rhinanthus alectorolophus,Bombus hortorum,1
B,48,Rhinanthus alectorolophus,Bombus pratorum,2
B,48,Rubus fruticosus aggr.,Apis mellifera,1
B,48,Rubus fruticosus aggr.,Bombus pratorum,2
B,48,Sambucus nigra,Apis mellifera,2
B,48,Sambucus nigra,Papilio machaon,1
B,48,Taraxacum officinale,Episyrphus balteatus,1
B,48,Taraxacum officinale,wildbee,1
B,48,Trifolium repens,Apis mellifera,12
B,49,Achillea millefolium,Colletes similis,2
B,49,Achillea millefolium,Gymnosoma sp.,1
B,49,Achillea millefolium,Lasioglossum pauxillum,1
B,49,Achillea millefolium,neuroptera larva,1
B,49,Anthyllis vulneraria,Bombus hortorum,1
B,49,Buphthalmum salicifolium,Apis mellifera,1
B,49,Buphthalmum salicifolium,Oedemera lurida,1
B,49,Buphthalmum salicifolium,Sicus sp.,1
B,49,Galium verum,Eupeodes corollae,1
B,49,Galium verum,Oedemera lurida,1
B,49,Galium verum,Sphaerophoria scripta,2
B,49,Helianthemum nummularium,Oedemera lurida,1
B,49,Medicago sativa,Apis mellifera,8
B,49,Medicago sativa,Paragus tibialis/constrictus,1
B,49,Medicago sativa,Sphaerophoria sp.,1
B,49,Potentilla argentea,Lasioglossum malachurum,1
B,49,Salvia pratensis,Apis mellifera,3
B,49,Salvia pratensis,Bombus terrestris aggr.,1
B,49,Thymus serpyllum,Apis mellifera,5
B,50,Achillea millefolium,Cerceris rybyensis,1
B,50,Achillea millefolium,Cryptocephalus sericeus,1
B,50,Galium verum,Lasioglossum laticeps,1
B,50,Galium verum,diptera_T11,1
B,50,Lotus corniculatus,Apis mellifera,2
B,50,Lotus corniculatus,Bombus lapidarius,1
B,50,Lotus corniculatus,Cryptocephalus violaceus,2
B,50,Potentilla reptans,Oedemera lurida,1
B,50,Potentilla reptans,Sphaerophoria scripta,4
B,50,Prunella vulgaris,Cryptocephalus sericeus,1
B,50,Rhinanthus alectorolophus,Bombus terrestris aggr.,1
B,50,Trifolium pratense,Bombus sp.,1
B,51,Hypochaeris radicata,Lasioglossum villosulum,1
B,51,Lotus corniculatus,Megachile circumcincta,1
B,51,Onobrychis viciifolia,Andrena afzeliella,1
B,51,Onobrychis viciifolia,Apis mellifera,3
B,51,Onobrychis viciifolia,Bombus ruderatus,1
B,51,Salvia pratensis,Apis mellifera,1
B,51,Scabiosa columbaria,Apis mellifera,12
B,51,Silene nutans,Bombus sp.,1
B,51,Silene nutans,Morphospecies 16,1
B,51,Taraxacum officinale,Cryptocephalus violaceus,1
B,51,Trifolium campestre,Sphaerophoria scripta,1
B,51,Trifolium repens,Apis mellifera,3
B,51,Trifolium repens,Eucera nigrescens,1
B,51,Trifolium repens,Oedemera nobilis,1
B,51,Trifolium repens,syrphidae,1
B,51,Vicia sepium,Apis mellifera,1
B,51,Vicia sepium,Bombus terrestris aggr.,1
B,52,Centaurea caerulescens,Apis mellifera,3
B,52,Centaurea jacea,Apis mellifera,2
B,52,Centaurea jacea,Bombus pascuorum,1
B,52,Leucanthemum vulgare,Coccinella septempunctata,1
B,52,Leucanthemum vulgare,Eristalis tenax,1
B,52,Leucanthemum vulgare,Hylaeus pictipes,1
B,52,Leucanthemum vulgare,Lasioglossum pauxillum,1
B,52,Leucanthemum vulgare,Sphaerophoria scripta,1
B,52,Leucanthemum vulgare,Trichius fasciatus,1
B,52,Lotus corniculatus,Megachile willughbiella,1
B,52,Medicago lupulina,Andrena afzeliella,2
B,52,Medicago lupulina,Apis mellifera,3
B,52,Medicago lupulina,Sphecodes sp.,1
B,52,Melilotus officinalis,Andrena afzeliella,1
B,52,Melilotus officinalis,Apis mellifera,6
B,52,Onobrychis viciifolia,Anthophora quadrimaculata,2
B,52,Onobrychis viciifolia,Apis mellifera,3
B,52,Papaver rhoeas,Bombus terrestris aggr.,1
B,52,Prunella vulgaris,Bombus pratorum,1
B,52,Trifolium campestre,Apis mellifera,1
B,52,Trifolium dubium,Andrena afzeliella,1
B,52,Trifolium pratense,Andrena afzeliella,1
B,52,Trifolium pratense,Andrena wilkella,3
B,52,Trifolium pratense,Apis mellifera,4
B,52,Trifolium pratense,Lasioglossum lativentre,1
B,52,Trifolium pratense,Lasioglossum pauxillum,1
B,52,Trifolium repens,Apis mellifera,20
B,52,Trifolium repens,Bombus terrestris aggr.,1
B,52,Trifolium repens,Hylaeus leptocephalus,1
B,52,Vicia cracca,Apis mellifera,5
B,52,Vicia cracca,Bombus hortorum,3
B,52,Vicia cracca,Bombus pascuorum,1
B,52,Vicia cracca,Eucera nigrescens,1
B,52,Vicia cracca,Megachile willughbiella,1
B,53,Centaurea jacea,Apis mellifera,3
B,53,Centaurea jacea,Halictus subauratus,1
B,53,Centaurea scabiosa,Apis mellifera,9
B,53,Leucanthemum vulgare,Anthrenus angustefasciatus,1
B,53,Leucanthemum vulgare,Halictus subauratus,6
B,53,Leucanthemum vulgare,wildbee,1
B,53,Lotus corniculatus,Osmia bicornis,1
B,53,Onobrychis viciifolia,Andrena afzeliella,1
B,53,Onobrychis viciifolia,Anthophora quadrimaculata,1
B,53,Onobrychis viciifolia,Apis mellifera,20
B,53,Onobrychis viciifolia,Bombus terrestris aggr.,2
B,53,Onobrychis viciifolia,Halictus tumulorum,1
B,53,Onobrychis viciifolia,Megachile willughbiella,2
B,53,Rhinanthus alectorolophus,Apis mellifera,1
B,53,Rhinanthus alectorolophus,Bombus terrestris aggr.,2
B,53,Salvia pratensis,Apis mellifera,1
B,53,Sanguisorba minor,Halictus subauratus,1
B,53,Scabiosa columbaria,Apis mellifera,1
B,53,Scabiosa columbaria,Halictus simplex aggr.,1
B,54,Echium vulgare,Apis mellifera,9
B,54,Echium vulgare,Bombus hortorum,1
B,54,Echium vulgare,Bombus pascuorum,2
B,54,Echium vulgare,Bombus pratorum,1
B,54,Echium vulgare,Bombus terrestris aggr.,1
