genus_lookup,species_lookup,synonym_genus_lookup,synonym_species_lookup,taxon_name,taxon_name_without_author,accession_code,provenance_type,material_type_code,material_type,accession_status,verification_level,field_codes,field_names,region,locality,country
Luzula,sylvatica,,,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica,19780017,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,"6, 37, 45","Epimedium-Wäldchen,Farn- u. Schattenterrassen,Mitteleuropa unterhalb Institut West",,,
Luzula,sylvatica,,,Luzula sylvatica (Huds.) Gaudin 'Marginata',Luzula sylvatica 'Marginata',20051027,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
,,Luzula,sylvatica,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica,19780017,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,"6, 37, 45","Epimedium-Wäldchen,Farn- u. Schattenterrassen,Mitteleuropa unterhalb Institut West",,,
Lysimachia,arvensis,,,Lysimachia arvensis (L.) U.Manns & Anderb.,Lysimachia arvensis,20051491,Ungenügend Angaben,,,Lebend,Durch Experten,22,Wadi Nordost,,,
Lysimachia,arvensis,,,Lysimachia arvensis (L.) U.Manns & Anderb.,Lysimachia arvensis,20250560,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,,10,Heilpflanzen,,,
Lysimachia,clethroides,,,Lysimachia clethroides Duby,Lysimachia clethroides,19900254,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,57,Institutsrabatte,,,
Lysimachia,nemorum,,,Lysimachia nemorum L.,Lysimachia nemorum,20250402,,,,Lebend,,46,Mitteleuropa unterhalb Institut Mitte,"Winterthur, Sennhof","Waldweg, Juchartenstrasse",Schweiz
Lysimachia,punctata,,,Lysimachia punctata L.,Lysimachia punctata,19770464,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,4,"Hamamelidaceae, Umgebung Wasserpflanzen",,,
Lysimachia,vulgaris,,,Lysimachia vulgaris L.,Lysimachia vulgaris,19963204,Ungenügend Angaben,,,Lebend,Durch Experten,"16, 162","Anzucht Wasserpflanzen,Teich und Umgebung",,,
Lysimachia,vulgaris,,,Lysimachia vulgaris L.,Lysimachia vulgaris,20090427,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,47,Mitteleuropa Weg Brücke Institut,,,
Lythrum,salicaria,,,Lythrum salicaria L.,Lythrum salicaria,19900005,Ungenügend Angaben,,,Lebend,Durch Experten,"6, 16, 47","Epimedium-Wäldchen,Mitteleuropa Weg Brücke Institut,Teich und Umgebung",,,
,,Lythrum,salicaria,Lythrum salicaria L.,Lythrum salicaria,19900005,Ungenügend Angaben,,,Lebend,Durch Experten,"6, 16, 47","Epimedium-Wäldchen,Mitteleuropa Weg Brücke Institut,Teich und Umgebung",,,
Malus,domestica,,,Malus domestica (Suckow) Borkh. 'Usterapfel',Malus domestica 'Usterapfel',20180539,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10,Heilpflanzen,,,
Malus,domestica,,,Malus domestica (Suckow) Borkh. 'Schneiderapfel',Malus domestica 'Schneiderapfel',20190801,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10,Heilpflanzen,,,
Malus,domestica,,,Malus domestica (Suckow) Borkh. 'Champagner Reinette',Malus domestica 'Champagner Reinette',20190802,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10,Heilpflanzen,,,
Malus,floribunda,,,Malus floribunda Van Houtte,Malus floribunda,19965274,Ungenügend Angaben,,,Lebend,Nicht verifiziert,533,Böschung Männerbadi,,,
,,Malus,pumila,Malus domestica (Suckow) Borkh. 'Usterapfel',Malus domestica 'Usterapfel',20180539,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10,Heilpflanzen,,,
,,Malus,pumila,Malus domestica (Suckow) Borkh. 'Schneiderapfel',Malus domestica 'Schneiderapfel',20190801,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10,Heilpflanzen,,,
,,Malus,pumila,Malus domestica (Suckow) Borkh. 'Champagner Reinette',Malus domestica 'Champagner Reinette',20190802,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10,Heilpflanzen,,,
Malus,sylvestris,,,Malus sylvestris (L.) Mill.,Malus sylvestris,19790020,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,18,Umgebung Eichenkänzeli,,XX,Unbekannt
Malus,sylvestris,,,Malus sylvestris (L.) Mill.,Malus sylvestris,20180897,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,8,Waldrand b. Nutzpflanzen,,,
Malva,sylvestris,,,Malva sylvestris L.,Malva sylvestris,20180699,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"10.17, 10.02","Antike,Linderung",,,
Malva,trimestris,,,Malva trimestris (L.) Salisb. 'Tanagra',Malva trimestris 'Tanagra',19963418,Ungenügend Angaben,,,Lebend,Nicht verifiziert,94,Mixed Border,,,
Medicago,lupulina,,,Medicago lupulina L.,Medicago lupulina,20060548,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Medicago,lupulina,,,Medicago lupulina L.,Medicago lupulina,20210467,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"9, 10","Heilpflanzen,Weg zu Schauhäuser und Paradiesli",,,
Medicago,sativa,,,Medicago sativa L.,Medicago sativa,20250252,,,,Lebend,,8,Waldrand b. Nutzpflanzen,,,
Melilotus,albus,,,Melilotus albus Medik.,Melilotus albus,20250407,,,,Lebend,,999,Zertifikate,,,
Melilotus,officinalis,,,Melilotus officinalis (L.) Lam.,Melilotus officinalis,20250408,,,,Lebend,,999,Zertifikate,,,
Melissa,officinalis,,,Melissa officinalis L.,Melissa officinalis,20050009,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"10.17, 10.10","Ausstellungen,Linderung",,,
Melissa,officinalis,,,Melissa officinalis L. subsp. altissima (Sibth. & Sm.) Arcang.,Melissa officinalis subsp. altissima,20100698,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,22,Wadi Nordost,,,
Mentha,spicata,,,Mentha spicata L.,Mentha spicata,20071352,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"7.18, 519.02","Duftpflanzen,Krautgarten",,,
Mentha,spicata,,,Mentha spicata L. 'English Mint Sauce',Mentha spicata 'English Mint Sauce',20090553,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,7.18,Duftpflanzen,,,
Mentha,spicata,,,Mentha spicata L. 'Marokko',Mentha spicata 'Marokko',20100562,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"7.05, 7.18","Duftpflanzen,Mediterran",,,
Mentha,spicata,,,Mentha spicata L. subsp. condensata (Briq.) Greuter & Burdet,Mentha spicata subsp. condensata,20100666,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,7.18,Duftpflanzen,"Makedonia, Chalkidikí",Develíki bei Gomátion,Grönland
Mentha,spicata,,,Mentha spicata L. 'Yakima',Mentha spicata 'Yakima',20200297,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,7.18,Duftpflanzen,,,
Mentha,spicata,,,Mentha spicata L. 'Crispa',Mentha spicata 'Crispa',20240539,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,,7.18,Duftpflanzen,,,
,,Mentha,spicata,Mentha longifolia (L.) Huds.,Mentha longifolia,20011895,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,16,Teich und Umgebung,,,
,,Mentha,spicata,Mentha spicata L. subsp. condensata (Briq.) Greuter & Burdet,Mentha spicata subsp. condensata,20100666,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,7.18,Duftpflanzen,"Makedonia, Chalkidikí",Develíki bei Gomátion,Grönland
,,Mentha,spicata,Mentha longifolia (L.) Huds.,Mentha longifolia,20100765,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,7.18,Duftpflanzen,Schjeidegg ZH,"unterhalb Hüttkopf, Wiese",Schweiz
,,Mentha,spicata,Mentha spicata L. 'Crispa',Mentha spicata 'Crispa',20240539,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,,7.18,Duftpflanzen,,,
,,Mespilus,germanica,Crataegus germanica (L.) Kuntze,Crataegus germanica,19965102,Ungenügend Angaben,,,Lebend,Nicht verifiziert,536,Sorbus-Böschung,,,
,,Mespilus,germanica,Crataegus germanica (L.) Kuntze,Crataegus germanica,20180898,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,8,Waldrand b. Nutzpflanzen,,,
,,Mespilus,germanica,Crataegus germanica (L.) Kuntze,Crataegus germanica,20230152,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,31,Frühlingsgarten Rabatte a. Hauptweg,,,
Muscari,botryoides,,,Muscari botryoides (L.) Mill.,Muscari botryoides,20171075,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,24,Mittelmeer Institut bis Treppe,,,
,,Muscari,botryoides,Muscari botryoides (L.) Mill.,Muscari botryoides,20171075,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,24,Mittelmeer Institut bis Treppe,,,
Muscari,neglectum,,,Muscari neglectum Guss. ex Ten.,Muscari neglectum,19963474,Ungenügend Angaben,,,Lebend,Durch Experten,"23, 24","Mittelmeer Institut bis Treppe,Wadi Südost",,,
Myosotis,arvensis,,,Myosotis arvensis (L.) Hill,Myosotis arvensis,20250410,,,,Lebend,,999,Zertifikate,,,
,,Myosotis,scorpioides,Myosotis rehsteineri Wartm.,Myosotis rehsteineri,19780250,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,"5.14, 16, 162","Anzucht Wasserpflanzen,Tank 14,Teich und Umgebung","Steinach SG, Bodensee",,Schweiz
Narcissus,bicolor,,,Narcissus bicolor L.,Narcissus bicolor,20110563,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,26,Frühlingsgarten Hauptweg Ost,,,
Narcissus,pseudonarcissus,,,Narcissus pseudonarcissus L. 'Primeur',Narcissus pseudonarcissus 'Primeur',20181087,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"513, 514, 530","Parkplatz,Talstrasse,Völkerkunde-Museum",,,
Narcissus,pseudonarcissus,,,Narcissus pseudonarcissus L. 'Primeur',Narcissus pseudonarcissus 'Primeur',20200398,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,511,Bambus,,,
Nigella,damascena,,,Nigella damascena L.,Nigella damascena,19963490,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"22, 23","Wadi Nordost,Wadi Südost",,,
Ocimum,basilicum,,,Ocimum basilicum L. 'Tulsi',Ocimum basilicum 'Tulsi',20031527,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.08,Ayurveda,,,
,,Ocimum,basilicum,Ocimum kilimandscharicum Gürke x O. basilicum L. 'African Green',Ocimum kilimandscharicum x O. basilicum 'African Green',20030001,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,7.18,Duftpflanzen,,,
Oenothera,biennis,,,Oenothera biennis L.,Oenothera biennis,19963496,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"7.16, 10.05","Gegenwart,Öle und Fette",,,
Oenothera,biennis,,,Oenothera biennis L.,Oenothera biennis,20260001,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,,22,Wadi Nordost,,,
,,Oenothera,biennis,Oenothera biennis L.,Oenothera biennis,19963496,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"7.16, 10.05","Gegenwart,Öle und Fette",,,
,,Oenothera,biennis,Oenothera biennis L.,Oenothera biennis,20260001,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,,22,Wadi Nordost,,,
Oenothera,lindheimeri,,,Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch,Oenothera lindheimeri,19961950,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,57,Institutsrabatte,,,
Onobrychis,viciifolia,,,Onobrychis viciifolia Scop.,Onobrychis viciifolia,19965400,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Origanum,vulgare,,,Origanum vulgare L.,Origanum vulgare,19930038,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"10.18, 519.02","Krautgarten,Räucherpflanzen",,,
Origanum,vulgare,,,Origanum vulgare L.,Origanum vulgare,19966354,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,32,Paeonienteil Nord,,,
Origanum,vulgare,,,Origanum vulgare L. subsp. hirtum (Link) Ietsw.,Origanum vulgare subsp. hirtum,20100668,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,23,Wadi Südost,,,
Origanum,vulgare,,,Origanum vulgare L. subsp. viridulum (Martrin-Donos) Nyman,Origanum vulgare subsp. viridulum,20100699,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,22,Wadi Nordost,,,
,,Origanum,vulgare,Origanum vulgare L.,Origanum vulgare,19930038,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"10.18, 519.02","Krautgarten,Räucherpflanzen",,,
,,Origanum,vulgare,Origanum vulgare L.,Origanum vulgare,19966354,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,32,Paeonienteil Nord,,,
Ornithogalum,umbellatum,,,Ornithogalum umbellatum L.,Ornithogalum umbellatum,20100554,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,Nicht verifiziert,27,Färbepflanzen,,,
Ornithogalum,umbellatum,,,Ornithogalum umbellatum L.,Ornithogalum umbellatum,20180706,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.12,Bach-Blüten,,,
Paeonia,lactiflora,,,Paeonia lactiflora Pall. 'Weiss gefüllt',Paeonia lactiflora 'Weiss gefüllt',19963514,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"530, 535","Parkplatz,Rasen beim Pavillon",,,
Paeonia,lactiflora,,,Paeonia lactiflora Pall. 'Bowl of Beauty',Paeonia lactiflora 'Bowl of Beauty',20131023,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,94,Mixed Border,,,
Paeonia,lactiflora,,,Paeonia lactiflora Pall. 'Clair de Lune',Paeonia lactiflora 'Clair de Lune',20151092,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,94,Mixed Border,,,
Paeonia,lactiflora,,,Paeonia lactiflora Pall.,Paeonia lactiflora,20180705,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.06,CM,,,
,,Paeonia,lactiflora,Paeonia lactiflora Pall.,Paeonia lactiflora,20180705,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.06,CM,,,
Paeonia,officinalis,,,Paeonia officinalis L.,Paeonia officinalis,20080432,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"6, 24, 57","Epimedium-Wäldchen,Institutsrabatte,Mittelmeer Institut bis Treppe",,,
Paeonia,officinalis,,,Paeonia officinalis L.,Paeonia officinalis,20100421,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,47,Mitteleuropa Weg Brücke Institut,,,
Paeonia,officinalis,,,Paeonia officinalis L.,Paeonia officinalis,20180782,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.02,Antike,,,
Paeonia,suffruticosa,,,Paeonia x suffruticosa Andrews,Paeonia x suffruticosa,20080462,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,25,"Hydrangea, Tertiärgarten",,,
Papaver,rhoeas,,,Papaver rhoeas L.,Papaver rhoeas,19963520,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"7.04, 7.12","Bronzezeit,Färberpflanzen",,,
Papaver,somniferum,,,Papaver somniferum L. 'Wintermohn',Papaver somniferum 'Wintermohn',20110316,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"7.04, 7.16, 7.15, 10.17, 10.02, 10.09, 519.01","Antike,Bronzezeit,Genusspflanzen,Linderung,Öle und Fette,Unani,Wurzgarten",,,
Pelargonium,zonale,,,Pelargonium zonale (L.) L'Hér. 'Weiss blühend',Pelargonium zonale 'Weiss blühend',19971853,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,55,Anzucht Trockengebiete (Kalthaus),,,
Petrorhagia,saxifraga,,,Petrorhagia saxifraga (L.) Link,Petrorhagia saxifraga,20071245,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,Nicht verifiziert,505,Teich; Rasen um Teich,,,
Phlomis,russeliana,,,Phlomis russeliana (Sims) Lag. ex Benth.,Phlomis russeliana,20230506,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,36,Einfahrt Zollikerstrasse,,,
Phlox,subulata,,,Phlox subulata L. 'White Delight',Phlox subulata 'White Delight',20160889,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,57,Institutsrabatte,,,
Phuopsis,stylosa,,,Phuopsis stylosa (Trin.) B.D.Jacks.,Phuopsis stylosa,19963547,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"23, 535","Rasen beim Pavillon,Wadi Südost",,,
Phuopsis,stylosa,,,Phuopsis stylosa (Trin.) B.D.Jacks.,Phuopsis stylosa,20120383,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,535,Rasen beim Pavillon,,,
Physostegia,virginiana,,,Physostegia virginiana (L.) Benth. 'Summersnow',Physostegia virginiana 'Summersnow',19965673,Ungenügend Angaben,,,Lebend,Nicht verifiziert,57,Institutsrabatte,,,
Picris,hieracioides,,,Picris hieracioides L.,Picris hieracioides,20050017,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Pimpinella,major,,,Pimpinella major (L.) Huds.,Pimpinella major,20180783,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.04,Mittelalter,,,
,,Pimpinella,major,Sanguisorba officinalis L.,Sanguisorba officinalis,19963662,Ungenügend Angaben,,,Lebend,Durch Experten,16,Teich und Umgebung,,,
,,Pimpinella,saxifraga,Pimpinella major (L.) Huds.,Pimpinella major,20180783,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.04,Mittelalter,,,
Plantago,lanceolata,,,Plantago lanceolata L.,Plantago lanceolata,19963563,Ungenügend Angaben,,,Lebend,Durch Experten,"10.07, 10.04","Mittelalter,Tibet",,,
Plantago,lanceolata,,,Plantago lanceolata L.,Plantago lanceolata,20060547,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Plantago,major,,,Plantago major L.,Plantago major,20250255,,,,Lebend,,16,Teich und Umgebung,,,
Plantago,media,,,Plantago media L.,Plantago media,19964943,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Polygonatum,multiflorum,,,Polygonatum multiflorum (L.) All.,Polygonatum multiflorum,19966369,Ungenügend Angaben,,,Lebend,Durch Experten,"23, 24, 45","Mitteleuropa unterhalb Institut West,Mittelmeer Institut bis Treppe,Wadi Südost",,,
Polygonatum,multiflorum,,,Polygonatum multiflorum (L.) All.,Polygonatum multiflorum,19870096,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,37,Farn- u. Schattenterrassen,,XX,Unbekannt
Polygonatum,multiflorum,,,Polygonatum multiflorum (L.) All.,Polygonatum multiflorum,20060549,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Polygonatum,odoratum,,,Polygonatum odoratum (Mill.) Druce,Polygonatum odoratum,20011366,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,46,Mitteleuropa unterhalb Institut Mitte,Lugano TI,"Wald südwestlich des San Salvatore, südlich von Lugano",Schweiz
Polygonum,aviculare,,,Polygonum aviculare L.,Polygonum aviculare,20250399,,,,Lebend,,999,Zertifikate,,,
,,Polygonum,aviculare,Polygonum aviculare L.,Polygonum aviculare,20250399,,,,Lebend,,999,Zertifikate,,,
Portulaca,grandiflora,,,Portulaca grandiflora Hook.,Portulaca grandiflora,20141079,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"23, 55","Anzucht Trockengebiete (Kalthaus),Wadi Südost",,,
Potentilla,argentea,,,Potentilla argentea L.,Potentilla argentea,19940099,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,41,Mitteleuropa am Hauptweg,"Opfikon, ZH",Feldweg neben Naturschutzstreifen,Schweiz
,,Potentilla,fruticosa,Dasiphora fruticosa (L.) Rydb. 'Kobold',Dasiphora fruticosa 'Kobold',20120323,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,98,Parkplatz Zollikerstrasse,,,
Potentilla,indica,,,Potentilla indica (Andrews ) Th.Wolf,Potentilla indica,19963264,Ungenügend Angaben,,,Lebend,Nicht verifiziert,30,Frühlingsgarten Eingang Z Nord,,,
Potentilla,reptans,,,Potentilla reptans L.,Potentilla reptans,20060540,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Potentilla,sterilis,,,Potentilla sterilis (L.) Garcke,Potentilla sterilis,20120428,Ungenügend Angaben,,,Lebend,Nicht verifiziert,21,Magerwiese,,,
Primula,vulgaris,,,Primula vulgaris Huds.,Primula vulgaris,19963591,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Primula,vulgaris,,,Primula vulgaris Huds.,Primula vulgaris,20090402,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,46,Mitteleuropa unterhalb Institut Mitte,Evilard BE,Malewagwald,Schweiz
Prunella,vulgaris,,,Prunella vulgaris L.,Prunella vulgaris,20250260,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,,39,Rhododendron Ost,"Oberes Toggenburg, nördlich und oberhalb von Starkenbach",,Schweiz
Prunus,avium,,,Prunus avium (L.) L.,Prunus avium,19963594,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"18, 97, 165","Kompostumgebung,Picea-Waldrand,Umgebung Eichenkänzeli",,,
Prunus,lusitanica,,,Prunus lusitanica L.,Prunus lusitanica,19964132,Ungenügend Angaben,,,Lebend,Nicht verifiziert,23,Wadi Südost,,,
Prunus,mahaleb,,,Prunus mahaleb L.,Prunus mahaleb,19965117,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"517, 533","Böschung Männerbadi,Böschung Süd; Katzhügel",,,
Prunus,mahaleb,,,Prunus mahaleb L.,Prunus mahaleb,20160601,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,29,Frühlingsgarten Eingang Z West,,,
Prunus,padus,,,Prunus padus L.,Prunus padus,19965118,Ungenügend Angaben,,,Lebend,Nicht verifiziert,533,Böschung Männerbadi,,,
Prunus,padus,,,Prunus padus L.,Prunus padus,20250447,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,,8,Waldrand b. Nutzpflanzen,,,
Prunus,spinosa,,,Prunus spinosa L.,Prunus spinosa,19965119,Ungenügend Angaben,,,Lebend,Nicht verifiziert,533,Böschung Männerbadi,,,
Prunus,spinosa,,,Prunus spinosa L.,Prunus spinosa,19900150,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,530,Parkplatz,,,
Prunus,spinosa,,,Prunus spinosa L.,Prunus spinosa,20180901,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,18,Umgebung Eichenkänzeli,,,
Pseudofumaria,lutea,,,Pseudofumaria lutea (L.) Borkh.,Pseudofumaria lutea,20100526,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"46, 94","Mitteleuropa unterhalb Institut Mitte,Mixed Border",,,
Pulmonaria,officinalis,,,Pulmonaria officinalis L.,Pulmonaria officinalis,19865003,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,"10.04, 47","Mittelalter,Mitteleuropa Weg Brücke Institut",,,
Pulmonaria,officinalis,,,Pulmonaria officinalis L.,Pulmonaria officinalis,20180789,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
Pulmonaria,officinalis,,,Pulmonaria officinalis L.,Pulmonaria officinalis,20190966,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
Pulmonaria,officinalis,,,Pulmonaria officinalis L.,Pulmonaria officinalis,20230189,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,528,Hängebuche,,,
Pulsatilla,vulgaris,,,Pulsatilla vulgaris Mill.,Pulsatilla vulgaris,19964815,Ungenügend Angaben,,,Lebend,Durch Experten,10.11,Homöopathie,,,
Pulsatilla,vulgaris,,,Pulsatilla vulgaris Mill.,Pulsatilla vulgaris,20151113,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,46,Mitteleuropa unterhalb Institut Mitte,Glattfelden ZH,,Schweiz
,,Pulsatilla,vulgaris,Pulsatilla vulgaris Mill.,Pulsatilla vulgaris,19964815,Ungenügend Angaben,,,Lebend,Durch Experten,10.11,Homöopathie,,,
,,Pulsatilla,vulgaris,Pulsatilla vulgaris Mill.,Pulsatilla vulgaris,20151113,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,46,Mitteleuropa unterhalb Institut Mitte,Glattfelden ZH,,Schweiz
Pyracantha,coccinea,,,Pyracantha coccinea M.Roem. 'Kasan',Pyracantha coccinea 'Kasan',19770690,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,28,Frühlingsgarten an Zollikerstrasse,,,
Pyracantha,coccinea,,,Pyracantha coccinea M.Roem. 'Orange Charmer',Pyracantha coccinea 'Orange Charmer',19880032,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,530,Parkplatz,,,
Pyracantha,coccinea,,,Pyracantha coccinea M.Roem. Gartenform,Pyracantha coccineaGartenform,19965288,Ungenügend Angaben,,,Lebend,Nicht verifiziert,547,Böschung Schanzengraben,,,
Ranunculus,acris,,,Ranunculus acris L.,Ranunculus acris,20050020,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Ranunculus,bulbosus,,,Ranunculus bulbosus L.,Ranunculus bulbosus,20120429,Ungenügend Angaben,,,Lebend,Nicht verifiziert,21,Magerwiese,,,
