SEN.2;SEN;Nr_SISF;Rank;Taxon_name;Authority;Subfamily;Family;Fern;Gymnosperm;Primitive_Angiosperm;Monocot;Eudicot;Garden_functional_group;Crop_use;Growth_form;Growth_form_simple;Liana;Carnivorous;Parasitic;Height_m;Leaf_duration;Pollination_mode;Structural_blossom_class;Tube_or_spur_present;Ressource;Visual_attraction;Alighting;Pollen_deposition_reception;Displaying_pollen;Pollinator_behaviour;Tube_spur_length_mm;Corolla_or_substitute_length_mm;Flower_diametre_mm;Inflorescence_diameter_mm;Coloured_bracts_or_substitute;Coloured_bract_lenght_mm;Brown_Drab;Green;Blue;Red;Orange;White;Yellow;Violet;Purpur_Magenta;Rose;January;February;March;April;May;June;July;August;September;October;November;December;Flower_onset;Months_flowering;Naturalization_status;Young_species;Freisetzungsverordnung;Black_list;Watch_list;Ecological_group;Red_list_CH;Red_list_MP;Red_list_MP2;IndigenatCH;Origin_status;Geographic_range_CHECK;Note
52;52;2900;sp;Acinos arvensis;(Lam.) Dandy;NA;Lamiaceae;0;0;0;0;1;lawn_meadow_plant;0;chamaephyte_therophyte;perennial herbaceous plant;0;0;0;0.4;deciduous_wintergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;7;9;NA;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;LC;LC;NT;I;0;C1;
112;112;NA;sp;Ageratum houstonianum;Mill.;Asteroideae;Asteraceae;0;0;0;0;1;annual_border_flower;0;chamaephyte_therophyte;perennial herbaceous plant;0;0;0;0.9;deciduous;biotic;brush;1;NP;diffuse;diffuse;diffuse_outside;open;alighting;3.5;3.5;NA;35;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;July;4;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A1;
492;492;34900;sp;Anthemis tinctoria;(L.) J. Gay;Asteroideae;Asteraceae;0;0;0;0;1;annual_border_flower;0;chamaephyte_therophyte;perennial herbaceous plant;0;0;0;0.45;partly_wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;3.5;12;NA;40;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;NT;NT;NT;A;0;C2;
2846;2846;199400;sp;Herniaria hirsuta;L.;Paronychioideae;Caryophyllaceae;0;0;0;0;1;spontanous;0;chamaephyte_therophyte;perennial herbaceous plant;0;0;0;0.01;deciduous_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;0.2;2;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;indigenous_or_neophyte;0;0;0;0;pioneer_plant_low_elevations;VU;VU;VU;ni;0;C2;
4022;4022;282500;sp;Origanum majorana;L.;NA;Lamiaceae;0;0;0;0;1;crop;1;chamaephyte_therophyte;perennial herbaceous plant;0;0;0;0.8;deciduous;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;sternotribic;open;alighting;3;4;NA;NA;1;5;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;July;3;archeophyte;0;0;0;0;weeds_ruderal_plants;(DD);(DD);(DD);AC;1;C2b;
5515;5515;NA;sp;Senecio cineraria;DC.;Asteroideae;Asteraceae;0;0;0;0;1;annual_border_flower;0;chamaephyte_therophyte;perennial herbaceous plant;0;0;0;0.75;evergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;NA;8;NA;15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;July;1;indigenous_or_neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;C2a;
6132;6132;430700;sp;Tropaeolum majus;L.;NA;Tropaeolaceae;0;0;0;0;1;annual_border_flower;0;chamaephyte_therophyte;perennial herbaceous plant;1;0;0;3;deciduous_wintergreen;biotic;flag;1;NP;both_lips;lower_lip_or_carina;sternotribic;hidden;alighting_forcing;25;35;NA;NA;0;NA;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;June;5;neophyte;0;0;0;0;weeds_ruderal_plants;(DD);(DD);(DD);N;1;A1;
NA;NA;NA;hybrid;Abutilon × hybridum;Voss;NA;Malvaceae;0;0;0;0;1;annual_border_flower;0;chamaephyte_woody;shrub;0;0;0;2.5;deciduous;biotic;bell_trumpet;0;NP;corolla_or_substitute;more_exact;central_inside;half_hidden;crawling_in;0;50;80;NA;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;March;8;neophyte;1;0;0;0;NA;NA;NA;NA;NC;1;CV;
NA;NA;NA;sp;Argyranthemum frutescens;(L.) Sch. Bip.;Asteroideae;Asteraceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;0.8;evergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;2;15;NA;64;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;May;5;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;D1d;
629;629;46000;sp;Artemisia abrotanum;L.;Asteroideae;Asteraceae;0;0;0;0;1;crop;1;chamaephyte_woody;shrub;0;0;0;1;deciduous;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;archeophyte;1;0;0;0;weeds_ruderal_plants;DD;DD;DD;AC;1;A4a;
NA;NA;NA;sp;Artemisia tridentata;Nutt.;Asteroideae;Asteraceae;0;0;0;0;1;crop;1;chamaephyte_woody;shrub;0;0;0;3;evergreen;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A2b;
NA;NA;NA;sp;Asparagus densiflorus;(Kunth) Jessop;NA;Asparagaceae;0;0;0;1;0;annual_border_flower;0;chamaephyte_woody;shrub;0;0;0;1;evergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;5;10;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;July;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A3a;
786;786;56700;sp;Aurinia saxatilis;(L.) Desv.;NA;Brassicaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;0.4;wintergreen;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;4;8;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;April;2;indigenous_or_neophyte;0;0;0;0;pioneer_plant_low_elevations;LC;DD;DD;N;1;C2b;
NA;NA;97150;hybrid;Caryopteris × clandonensis;Simmonds;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;1.5;deciduous;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;diffuse_outside;open;alighting;4;10;NA;NA;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;August;2;neophyte;1;0;0;0;NA;NA;NA;NA;NC;1;CV;
1482;1482;105630;sp;Ceratostigma plumbaginoides;Bunge;NA;Plumbaginaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_woody;shrub;0;0;0;0.4;deciduous;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;20;8;16;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;September;2;neophyte;0;0;0;0;NA;NA;NA;NA;N;1;A4b;
1687;1687;121760;sp;Cotoneaster dammeri;C. K. Schneid.;NA;Rosaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_woody;shrub;0;0;0;0.5;evergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;5;10;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;neophyte;0;0;0;0;NA;NA;NA;NA;N;1;A4b;
2177;2177;152400;sp;Erica carnea;L.;NA;Ericaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;0.2;evergreen;biotic;tube;1;NP;corolla_or_substitute;none;central_outside;open;hovering_perching;7;7;NA;NA;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;November;6;idiochorophyte;0;0;0;0;mountain_plant;LC;VU;VU;I;0;E4;
2270;2270;NA;sp;Euphorbia characias;L.;NA;Euphorbiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;1.5;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;0;NA;20;1;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;April;3;idiochorophyte;0;0;0;0;NA;NA;NA;NA;NC;1;C2;
2780;2780;194895;sp;Helianthemum nummularium;Dun.;NA;Cistaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;0.5;evergreen;biotic;dish_bowl;0;P;diffuse;diffuse;diffuse_inside;open;primitive;0;9;16;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;May;6;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;LC;NT;NT;I;0;D3;
2795;2795;196200;sp;Helichrysum italicum;(Roth) G. Don;Asteroideae;Asteraceae;0;0;0;0;1;crop;1;chamaephyte_woody;shrub;0;0;0;0.5;wintergreen;biotic;brush;1;NP;diffuse;diffuse;diffuse_outside;open;alighting;3.5;3.5;NA;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;July;4;idiochorophyte;0;0;0;0;NA;NA;NA;NA;NC;1;D1;
2983;2983;209900;sp;Hypericum androsaemum;L.;NA;Hypericaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;1;partly_wintergreen_wintergreen;biotic;dish_bowl;0;P;diffuse;diffuse;diffuse_inside;open;primitive;0;11;25;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;June;1;indigenous_or_neophyte;0;0;0;0;forest_plant;NT;EN;EN;I;0;C2a;
2985;2985;210000;sp;Hypericum calycinum;L.;NA;Hypericaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_woody;shrub;0;0;0;0.6;wintergreen;biotic;dish_bowl;0;P;diffuse;diffuse;diffuse_inside;open;primitive;0;40;80;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;neophyte;0;0;0;0;weeds_ruderal_plants;(DD);(DD);(DD);N;1;C2b;
3018;3018;212400;sp;Hyssopus officinalis;L.;NA;Lamiaceae;0;0;0;0;1;crop;1;chamaephyte_woody;shrub;0;0;0;0.6;partly_wintergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;diffuse_outside;open;alighting;7;12;NA;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;indigenous_or_archeophyte;0;0;0;0;unfertilized_dry_meadow;NT;EN;-;I;0;B6a;
3028;3028;213100;sp;Iberis sempervirens;L.;NA;Brassicaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;0.25;evergreen;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;15;16;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;indigenous_or_neophyte;0;0;0;0;pioneer_plant_low_elevations;NT;NT;NT;N;1;E2;
3284;3284;NA;hybrid;Lavandula × intermedia;Loisel.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;1.5;wintergreen;biotic;stielteller;1;NP;margin;margin;central_inside;hidden;alighting;7.5;12;6;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;July;2;indigenous_or_neophyte;0;0;0;0;pioneer_plant_low_elevations;EN;EN;EN;NC;1;C2a;
NA;NA;NA;sp;Lavandula stoechas;L.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;0.5;evergreen;biotic;stielteller;1;NP;margin;margin;central_inside;hidden;alighting;6;8;4.3;NA;1;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;May;4;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;C1;
3481;3481;244050;sp;Lonicera pileata;Oliv.;NA;Caprifoliaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_woody;shrub;0;0;0;1;evergreen;biotic;tube;1;NP;corolla_or_substitute;none;central_outside;open;hovering_perching;8;8;NA;NA;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;June;1;neophyte;0;0;0;0;forest_plant;(NT);(VU);(VU);N;1;A4b;
4114;4114;NA;sp;Pachysandra terminalis;Siebold & Zucc.;NA;Buxaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_woody;shrub;0;0;0;0.25;wintergreen;biotic;brush;0;NP;diffuse;diffuse;diffuse_outside;open;alighting;0;3.5;4;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;April;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A4b;
NA;NA;NA;hybrid;Paeonia × suffruticosa;Andrews;NA;Paeoniaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;2;deciduous;biotic;dish_bowl;0;P;diffuse;diffuse;diffuse_inside;open;primitive;0;80;130;NA;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;May;2;neophyte;1;0;0;0;NA;NA;NA;NA;NC;1;A4b;
NA;NA;NA;sp;Paeonia lutea;Franch.;NA;Paeoniaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;2.5;deciduous;biotic;dish_bowl;0;P;diffuse;diffuse;diffuse_inside;open;primitive;0;55;90;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A4b;
NA;NA;NA;sp;Perovskia atriplicifolia;Benth.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;1.5;deciduous;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;6;13;NA;NA;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;August;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A4c;
NA;NA;NA;sp;Phlomis fruticosa;L.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;1;evergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;15;34;NA;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;C1;
5153;5153;361200;sp;Ruscus aculeatus;L.;NA;Asparagaceae;0;0;0;0;1;hedge;0;chamaephyte_woody;shrub;0;0;0;1.25;evergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;2.5;5;NA;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;March;2;idiochorophyte;0;0;0;0;forest_plant;LC;EN;-;I;0;C1;
5157;5157;361300;sp;Ruta graveolens;L.;NA;Rutaceae;0;0;0;0;1;crop;1;chamaephyte_woody;shrub;0;0;0;0.5;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;10;14;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;archeophyte;0;0;0;0;unfertilized_dry_meadow;VU;EN;EN;A;0;D1b;
5234;5234;367500;sp;Salvia officinalis;L.;NA;Lamiaceae;0;0;0;0;1;crop;1;chamaephyte_woody;shrub;0;0;0;0.8;wintergreen_evergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;12;25;NA;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;May;3;indigenous_or_archeophyte;0;0;0;0;NA;NA;NA;NA;AC;1;D1;
5258;5258;NA;sp;Santolina chamaecyparissus;L.;Asteroideae;Asteraceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;0.5;evergreen;biotic;brush;1;NP;diffuse;diffuse;diffuse_outside;open;alighting;4;4;NA;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;May;4;indigenous_or_neophyte;0;0;0;0;pioneer_plant_low_elevations;DD;-;-;NC;1;C2a;
NA;NA;NA;sp;Santolina rosmarinifolia;L.;Asteroideae;Asteraceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;0.5;evergreen;biotic;brush;1;NP;diffuse;diffuse;diffuse_outside;open;alighting;4;4;NA;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;July;1;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;D1a;
5267;5267;370500;sp;Satureja montana;L.;NA;Lamiaceae;0;0;0;0;1;crop;1;chamaephyte_woody;shrub;0;0;0;0.4;wintergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;4;12;NA;NA;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;August;3;indigenous_or_neophyte;0;0;0;0;NA;NA;NA;NA;N;1;E2;
NA;NA;NA;hybrid;Symphoricarpos × chenaultii;Rehder;NA;Caprifoliaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_woody;shrub;0;0;0;0.5;partly_wintergreen;biotic;bell_trumpet;0;NP;corolla_or_substitute;more_exact;central_inside;half_hidden;crawling_in;0;6;NA;NA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;June;2;neophyte;1;0;0;0;NA;NA;NA;NA;NC;1;A2c;
5921;5921;415000;sp;Teucrium chamaedrys;L.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_woody;shrub;0;0;0;0.5;partly_wintergreen;biotic;gullet;1;NP;lower_lip;lower_lip_or_carina;nototribic;open;alighting;6;15;12;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;June;3;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;LC;NT;NT;I;0;C1;
6004;6004;421300;sp;Thymus vulgaris;L.;NA;Lamiaceae;0;0;0;0;1;crop;1;chamaephyte_woody;shrub;0;0;0;0.3;evergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;diffuse_outside;open;alighting;2;4;3;NA;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1;1;1;0;0;May;6;indigenous_or_archeophyte;0;0;0;0;NA;NA;NA;NA;AC;1;C2a;
6201;6201;435300;sp;Vaccinium vitis-idaea;L.;NA;Ericaceae;0;0;0;0;1;crop;1;chamaephyte_woody;shrub;0;0;0;0.3;evergreen;biotic;bell_trumpet;0;NP;corolla_or_substitute;more_exact;central_inside;half_hidden;crawling_in;0;8;NA;NA;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;idiochorophyte;0;0;0;0;forest_plant;NA;NA;NA;I;0;B4b;
6370;6370;448300;sp;Vinca major;L.;NA;Apocynaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_woody;shrub;0;0;0;0.3;evergreen;biotic;stielteller;1;NP;margin;margin;central_inside;hidden;alighting;15;25;50;NA;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;April;2;indigenous_or_archeophyte;0;0;0;0;forest_plant;VU;VU;VU;N;1;C2b;
6371;6371;448400;sp;Vinca minor;L.;NA;Apocynaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_woody;shrub;0;0;0;0.2;evergreen;biotic;stielteller;1;NP;margin;margin;central_inside;hidden;alighting;10;15;30;NA;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;April;2;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;B6;
NA;NA;NA;sp;Agapanthus praecox;Willd.;NA;Amaryllidaceae;0;0;0;1;0;annual_border_flower;0;geophyte;perennial herbaceous plant;0;0;0;1;deciduous;biotic;bell_trumpet;1;NP;corolla_or_substitute;more_exact;sternotribic;open;crawling_in;12.5;50;NA;NA;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A3a;
302;302;21900;sp;Alisma plantago-aquatica;L.;NA;Alismataceae;0;0;0;1;0;pond_plant;0;geophyte;perennial herbaceous plant;0;0;0;1;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;6.4;12;NA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;June;3;idiochorophyte;0;0;0;0;water_plant;LC;LC;LC;I;0;B4;
322;322;22350;sp;Allium carinatum;L.;NA;Amaryllidaceae;0;0;0;1;0;perennial_border_flower;0;geophyte;perennial herbaceous plant;0;0;0;0.6;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;7;NA;NA;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;July;2;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;NA;NA;NA;I;0;D1;
310;310;22600;sp;Allium cepa;L.;NA;Amaryllidaceae;0;0;0;1;0;crop;1;geophyte;perennial herbaceous plant;0;0;0;1;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;4.5;10;NA;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;June;1;archeophyte;1;0;0;0;weeds_ruderal_plants;LC;LC;LC;AC;1;A4a;
NA;NA;NA;sp;Allium cristophii;Trautv.;NA;Amaryllidaceae;0;0;0;1;0;perennial_border_flower;0;geophyte;perennial herbaceous plant;0;0;0;0.4;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;18;36;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;E2i;
311;311;22800;sp;Allium fistulosum;L.;NA;Amaryllidaceae;0;0;0;1;0;crop;1;geophyte;perennial herbaceous plant;0;0;0;0.7;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;7;NA;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;June;1;archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;N;1;A4b;
319;319;NA;sp;Allium neapolitanum;Cirillo;NA;Amaryllidaceae;0;0;0;1;0;perennial_border_flower;0;geophyte;perennial herbaceous plant;0;0;0;0.3;pre-summergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;9;24;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;idiochorophyte;0;0;0;0;NA;NA;NA;NA;NC;1;C2;
320;320;23400;sp;Allium nigrum;L.;NA;Amaryllidaceae;0;0;0;1;0;perennial_border_flower;0;geophyte;perennial herbaceous plant;0;0;0;0.6;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;4;9;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;neophyte;0;0;0;0;weeds_ruderal_plants;RE;RE;RE;N;1;C2;
330;330;23800;sp;Allium porrum;L.;NA;Amaryllidaceae;0;0;0;1;0;crop;1;geophyte;perennial herbaceous plant;0;0;0;0.6;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;5;NA;NA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;June;1;archeophyte;1;0;0;0;weeds_ruderal_plants;LC;LC;LC;AC;1;C2;
336;336;24200;sp;Allium schoenoprasum;L.;NA;Amaryllidaceae;0;0;0;1;0;crop;1;geophyte;perennial herbaceous plant;0;0;0;0.5;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;13;NA;NA;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0;May;4;indigenous_or_archeophyte;0;0;0;0;wetland_plant;LC;NT;NT;I;0;B3;
NA;NA;NA;sp;Allium siculum;Ucria;NA;Amaryllidaceae;0;0;0;1;0;perennial_border_flower;0;geophyte;perennial herbaceous plant;0;0;0;1.2;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;12;NA;NA;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;C1;
NA;NA;NA;sp;Allium tuberosum;Rottler ex Spreng.;NA;Amaryllidaceae;0;0;0;1;0;perennial_border_flower;0;geophyte;perennial herbaceous plant;0;0;0;0.5;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;7;14;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;August;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A4b;
343;343;24800;sp;Allium ursinum;L.;NA;Amaryllidaceae;0;0;0;1;0;spontanous;1;geophyte;perennial herbaceous plant;0;0;0;0.5;pre-summergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;12;22;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;April;2;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;B6;
345;345;25000;sp;Allium vineale;L.;NA;Amaryllidaceae;0;0;0;1;0;spontanous;0;geophyte;perennial herbaceous plant;0;0;0;1.2;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;5;NA;NA;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;archeophyte_or_neophyte;0;0;0;0;weeds_ruderal_plants;LC;NT;NT;A;0;C2;
